,Property,,,Chemical compositions,,,,,,,,,,,,,,,Processing actions,,,,,,,
Number,YS(Mpa),UTS(Mpa),El(%),Al(at%),Co(at%),Cr(at%),Fe(at%),Ni(at%),Ti(at%),Ta(at%),V(at%),Mn(at%),Cu(at%),Mo(at%),C(at%),V(at%),W(at%),Nb(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours
934,714,1149,30,2.5,1.91,20.54,2.01,70.69,2.35,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,973,16,1073,2
935,642,1043,22,2.5,1.91,20.54,2.01,70.69,2.35,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,973,16,1123,4
936,651,908,14,2.5,17.18,20.55,2.01,55.29,2.47,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,973,16
937,682,1118,34,2.5,17.18,20.55,2.01,55.29,2.47,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,973,16,1073,2
938,672,959,14,2.5,17.18,20.55,2.01,55.29,2.47,0.0000001,0.0000001,0,0,0.0000001,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,973,16,1123,4
939,819,1020,32.5,9.83,18.96,15.86,0.1,50.82,1.48,0.0000001,0.0000001,0,0,2.94,0,0.0000001,0.0000001,0.0000001,1423,0,1333,16,1123,16,298,0
940,850,1031,37,9.83,18.96,15.86,0.1,50.82,1.48,0.0000001,0.0000001,0,0,2.94,0,0.0000001,0.0000001,0.0000001,1423,0,1333,16,1123,16,1023,300
941,862,1040,37.4,9.83,18.96,15.86,0.1,50.82,1.48,0.0000001,0.0000001,0,0,2.94,0,0.0000001,0.0000001,0.0000001,1423,0,1333,16,1123,16,1023,600
942,846,1041,38.1,9.83,18.96,15.86,0.1,50.82,1.48,0.0000001,0.0000001,0,0,2.94,0,0.0000001,0.0000001,0.0000001,1423,0,1333,16,1123,16,1023,1000
943,846,1052,37,9.83,18.96,15.86,0.1,50.82,1.48,0.0000001,0.0000001,0,0,2.94,0,0.0000001,0.0000001,0.0000001,1423,0,1333,16,1123,16,1023,2000
944,832,1021,37,9.83,18.96,15.86,0.1,50.82,1.48,0.0000001,0.0000001,0,0,2.94,0,0.0000001,0.0000001,0.0000001,1423,0,1333,16,1123,16,1023,5000
945,807,987,32.1,9.83,18.96,15.86,0.1,50.82,1.48,0.0000001,0.0000001,0,0,2.94,0,0.0000001,0.0000001,0.0000001,1423,0,1333,16,1123,16,1023,10000
946,494,889,43.3,9.28,18.61,16.06,0.9,51.03,1.16,0.0000001,0.0000001,0,0,2.96,0,0.0000001,0.0000001,0.0000001,1473,0,298,0,298,0,298,0
947,505,1036,36.2,9.28,18.61,16.06,0.9,51.03,1.16,0.0000001,0.0000001,0,0,2.96,0,0.0000001,0.0000001,0.0000001,1473,0,298,0,298,0,1123,1
948,619,1093,30.1,9.28,18.61,16.06,0.9,51.03,1.16,0.0000001,0.0000001,0,0,2.96,0,0.0000001,0.0000001,0.0000001,1473,0,298,0,298,0,1123,5
949,609,1051,23.5,9.28,18.61,16.06,0.9,51.03,1.16,0.0000001,0.0000001,0,0,2.96,0,0.0000001,0.0000001,0.0000001,1473,0,298,0,298,0,1123,25
950,335,832,28.9,9.28,18.61,16.06,0.9,51.03,1.16,0.0000001,0.0000001,0,0,2.96,0,0.0000001,0.0000001,0.0000001,1473,0,298,0,298,0,1123,250
951,1177,1582,22.2,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,298,0,298,0,298,0,298,0
952,1190,1640,21.5,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,298,0,298,0,923,24,1033,16
953,1221,1683,20.8,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,298,0,298,0,1033,16,923,24
954,1172,1614,22.8,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,298,0,298,0,973,24,1088,16
955,988,1483,26.9,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,298,0
956,1063,1547,27,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,923,24
957,1022,1520,27.3,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,923,24,1033,16
958,1148,1555,27.5,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,298,0
959,1224,1616,26.6,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,923,24
960,1257,1667,23.7,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,923,24,1033,16
961,1279,1673,24.1,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,1033,16
962,1285,1700,22,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,1033,16,923,24
963,1267,1673,25.5,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,298,0,973,24
964,1235,1637,21.6,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1353,0,298,0,973,24,1088,16
965,1121,1517,27.9,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1393,0,298,0,298,0,298,0
966,1250,1663,18.7,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1393,0,298,0,923,24,1033,16
967,1304,1693,21,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1393,0,298,0,1033,16,923,24
968,1240,1635,23,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1393,0,298,0,973,24,1088,16
969,1284,1682,18.5,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1393,0,298,0,1088,2.5,973,24
970,737,1288,22.2,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,298,0,298,0
971,792,1321,20.7,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,298,0,923,24
972,799,1334,19.9,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,923,24,1033,16
973,853,1239,21.5,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,298,0,298,0
974,955,1186,17,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,298,0,923,24
975,1061,1317,9.1,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,923,24,1033,16
976,1021,1263,8.6,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,298,0,1033,16
977,1088,1335,8.3,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,1033,16,923,24
978,1037,1300,14.5,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,298,0,973,24
979,1069,1301,5.9,5.2,13.85,17.42,0.2,55.84,5.8,0.0000001,0.0000001,0,0,1.69,0,0.0000001,0.0000001,0.0000001,1433,0,298,0,973,24,1088,16
980,795,940,2.09,6.42,8.48,16.15,0.0000001,59.08,5.93,0.0000001,0.0000001,0,0,2.7,0,0.0000001,1.24,0.0000001,1477,0,1366,4,1327,4,1186,16
981,820,995,2.87,6.42,8.48,16.15,0.0000001,59.08,5.93,0.0000001,0.0000001,0,0,2.7,0,0.0000001,1.24,0.0000001,1477,0,1366,4,1327,4,1146,16
982,950,1040,3.18,6.42,8.48,16.15,0.0000001,59.08,5.93,0.0000001,0.0000001,0,0,2.7,0,0.0000001,1.24,0.0000001,1477,0,1366,4,1327,4,1113,16
983,912,1360,23,3.18,8.45,15.91,0.13,66.61,3.46,0.0000001,0.0000001,0,0,2.24,0,0.0000001,0.01,0.01,1473,0,1273,1,1123,4,1033,16
984,1065,1468,20,3.75,8.8,16.18,0.11,64.82,4.16,0.0000001,0.0000001,0,0,2.15,0,0.0000001,0.02,0.01,1473,0,1323,1,1123,4,1033,16
985,1185,1563,20,4.26,8.81,16.15,0.11,63.84,4.63,0.0000001,0.0000001,0,0,2.19,0,0.0000001,0.0000001,0.0000001,1473,0,1373,1,1123,4,1033,16
986,1230,1585,14.3,4.76,8.67,16.06,0.1,62.91,5.26,0.0000001,0.0000001,0,0,2.23,0,0.0000001,0.0000001,0.0000001,1473,0,1398,1,1123,4,1033,16
987,1264,1602,12.2,5.15,8.77,15.96,0.13,62.05,5.75,0.0000001,0.0000001,0,0,2.2,0,0.0000001,0.0000001,0.0000001,1473,0,1398,1,1123,4,1033,16
988,809,1224,43,0.77,0.0000001,23.56,9.46,57.33,1.66,0.0000001,0.0000001,0,0,5.08,0,0.0000001,0.0000001,2.14,1373,0,298,0,1003,8,893,8
